id,num_backspaces,duration_backspaces,num_cut/copy/paste,discarded_text,D/I Ratio,Proportion_of_Deletions,no_distant_revision,no_immediate_revision,major_edits_count,multi_word_deletion_time,major_edits_freq,num_chars,mean_word_length,num_keystrokes,num_bursts,mean_burst_len,mean_burst_duration,std_burst_len,std_burst_duration,rate_of_keystrokes,nonproduction_time_per_essay,cursor_move_count,cursor_move_distance,cursor_move_mean_dist,cursor_move_count_new,y_difference_per_essay,num_insertions_per_essay,proportion_of_insertions,sum_IKI,mean_IKI,SD_IKI,Total_Pause_Time,Longest_Pause_Time,Mean_Pause_Time,Variance_of_total_pause_time,Num_Long_Pauses,Percentage_of_Longest_Pauses,Total_Pause_Time_Before_Word,Mean_Pause_Time_Before_Word,SD_Pause_Time_Before_Word,Total_Pause_Time_within_word,Mean_Pause_Time_within_word,SD_Pause_Time_within_word,Total_Pause_Time_Before_Sentences,Mean_Pause_Time_Before_Sentences,SD_Pause_Time_Before_Sentences,Total_Pause_Time_in_sentences,Mean_Pause_Time_in_sentences,SD_Pause_Time_in_sentences,score
8e7ddf0f,395.0,31984.0,395,395,0.1701119724375538,0.1439042872548162,2737,52.0,93,26176,0.0333452850484044,1552.0,4.578171091445427,2717,83,32.734939759036145,8611.409638554216,35.86087083449762,9017.25816317629,0.0016211421582988,2795,2736,7567,2.765716374269006,0.0,0,638,0.001890319961838,1654286.0,593.1466475439225,2970.2591771217326,1448870.0,86508.0,519.494442452492,10352163.12667283,47,0.0183809151349237,674905,1700.0125944584383,5901.935845361527,814441,2051.4886649874056,6098.706452348452,117001,6157.9473684210525,13511.263957132149,1152501,60657.94736842105,46749.89875862322,3.5
8e884143,504.0,39253.0,504,678,0.2314783202458177,0.2110013226484089,3495,54.0,107,31207,0.0301493378416455,1775.0,4.350490196078432,3433,93,36.913978494623656,6313.322580645161,38.25079024872175,6897.541162650849,0.0021042994947665,17113,3494,14901,4.264739553520321,0.0,0,790,0.0030051848949516,1685051.0,474.7959988729219,3082.222029438362,1425112.0,125549.0,401.5531135531136,9492060.291217044,48,0.0187719984356667,2225562,4338.327485380117,73288.41325176155,1166361,2273.6081871345027,10011.555698705984,162616,6254.461538461538,9471.67433659232,974411,37477.34615384616,90349.2711709142,4.5
8eafea92,627.0,43972.0,627,653,0.2225630538513974,0.164713479263254,3660,79.0,131,30656,0.0350361059106713,1876.0,5.196675900277008,3562,40,89.05,13643.2,94.54559339688566,13785.620481557531,0.00211677175041,60276,3659,25692,7.021590598524187,0.0,0,958,0.0029809876466378,1740372.0,465.4645627173041,4616.951143554897,1470795.0,138983.0,393.3658732281359,21346766.78209883,27,0.0105592491200625,182847,384.13235294117646,945.4099091654608,652083,1369.922268907563,9259.4237804263,2900,116.0,288.8475664890855,526502,21060.08,33231.7995449138,4.0
8ec38d5b,1587.0,69902.0,1586,1586,0.4202437731849496,0.385917185967798,5792,58.0,387,50488,0.0661538461538461,1777.0,4.627604166666667,5360,104,51.53846153846154,9679.153846153846,65.28428096639709,11104.056062721527,0.0032504315850826,19442,5791,10701,1.8478673804178896,0.0,0,1514,0.0034564000474855,1767034.0,302.057094017094,1745.064521380293,1394388.0,94438.0,238.35692307692307,3211199.2229004293,34,0.0132968322252639,667189,973.9985401459854,2072.324746624505,817504,1193.436496350365,5960.555328597685,20456,1363.7333333333331,2022.762978370592,1288531,85902.06666666667,89456.40535515982,5.0
8ee8c46c,50.0,5055.0,51,65,0.1471698113207547,0.1050957988628095,608,64.0,10,3865,0.0148809523809523,370.0,5.068493150684931,583,55,10.6,5525.781818181818,11.707231067133648,6366.908665240546,0.0003782099301493,21303,607,2735,4.505766062602965,0.0,0,232,0.0010989947987228,1639602.0,2439.8839285714284,16045.10445531709,1702631.0,363595.0,2533.677083333333,284165326.6750035,34,0.0132968322252639,2307608,22403.961165048546,174253.18243792868,1147401,11139.815533980582,47216.82499141127,175183,25026.14285714286,15024.651326276777,1380815,197259.2857142857,159542.60951724285,2.5
8eec804b,635.0,52607.0,638,753,0.1807923169267707,0.1040249217740877,4827,279.0,143,35911,0.0280062671367019,2743.0,4.688888888888889,4808,80,60.1,12472.7,62.55237805231708,12898.59146505069,0.0027898437884177,12078,4826,8791,1.821591380024865,0.0,0,993,0.0025983473150411,1828859.0,358.17841754798275,1816.7488340564207,1449247.0,57942.0,283.8321582452017,3267207.8270635945,40,0.0156433320297223,627651,849.3247631935047,2790.8547048957507,927896,1255.6102841677944,6124.114442676129,19803,550.0833333333334,1969.9174511348729,896229,24895.25,24533.054494323133,5.5
8ef881b4,121.0,9219.0,121,158,0.0816959669079627,0.097658060807595,2079,73.0,35,8186,0.016263940520446,1457.0,5.130281690140845,2062,96,21.479166666666668,9097.479166666666,21.333926115667783,9611.050778829836,0.001324064879179,12673,2078,5433,2.6145332050048125,0.0,0,167,0.000947243634466,1610480.0,748.364312267658,2455.2626496834005,1463673.0,66692.0,680.1454460966543,6092113.078324209,37,0.0144700821274931,623472,2037.490196078432,3900.738135473576,854857,2793.650326797386,4451.788014920159,47235,2486.0526315789475,5479.395531075022,1281382,67441.15789473684,63470.16243109229,4.0
8efb813b,251.0,25174.0,251,251,0.0568902991840435,0.0456183651177626,4670,111.0,38,18648,0.0079481280066931,3335.0,4.59366391184573,4663,73,63.87671232876713,15515.123287671233,67.65536547776523,16425.38620038541,0.0025838075628117,38509,4669,10692,2.2899978582137503,0.0,0,187,0.0003905556541807,1811851.0,378.96904413302656,2227.9435572830444,1395367.0,92759.0,291.8567245346162,4931815.893066174,25,0.0097770825185764,705079,892.5050632911392,3172.100241340681,764424,967.6253164556962,4861.619342101471,192549,10697.166666666666,24719.694713634595,1002664,55703.55555555556,27066.93558617495,5.5
8efca562,81.0,6629.0,81,81,0.0483870967741935,0.0501628745184983,1814,225.0,13,4910,0.0063756743501716,1279.0,4.535460992907802,1755,48,36.5625,8339.5625,34.84733040234521,8438.979483291501,0.0007054638329555,6593,1813,1999,1.102592388306674,0.0,0,65,0.0003441174446367,2853992.0,1399.7018146150074,30281.85908082472,2737651.0,1316473.0,1342.6439431093672,917578799.7553996,26,0.0101681658193195,2002151,6607.759075907591,76355.58532913723,827990,2732.6402640264027,23154.63090078566,29823,2711.181818181818,6499.728422298609,2642652,240241.0909090909,395456.32415361743,4.0
8f05fb9e,203.0,18636.0,203,203,0.1190615835777126,0.0898504410638646,1922,80.0,17,14427,0.0084915084915084,1174.0,4.090592334494773,1908,44,43.36363636363637,11220.295454545454,51.95708914143228,13224.395280638864,0.001117135757663,3635,1921,7506,3.907339927121291,0.0,0,390,0.001538819685844,1740227.0,869.2442557442557,10248.007201547916,1590402.0,385605.0,794.4065934065934,106275957.81161068,29,0.0113414157215486,292469,911.1183800623052,2755.957147538814,922816,2874.816199376947,19533.7246705982,517562,28753.444444444445,91210.5371545752,983780,54654.444444444445,97292.07346422072,3.0
8f126cea,202.0,14027.0,202,202,0.0775134305448963,0.0706469088480007,2829,44.0,23,9012,0.0080055690915419,1914.0,4.514150943396227,2808,72,39.0,8285.638888888889,45.54211794638292,9545.083225580333,0.001886477769373,2255,2828,7848,2.7751060820367752,0.0,0,430,0.0014814967941098,1492541.0,519.506091193874,3931.7290080937846,1263059.0,141434.0,439.63069961712495,15772199.95026889,45,0.0175987485334376,632881,1349.4264392324094,6531.325193396991,737139,1571.724946695096,8445.49373743512,1686142,67445.68,304132.30573780445,1041499,41659.96,43541.93375498307,4.0
8f157bd6,134.0,16627.0,134,134,0.1032357473035439,0.0639462469756765,1700,22.0,9,4320,0.0052264808362369,941.0,4.705,1432,45,31.822222222222223,11230.066666666668,36.35074645281397,12388.409693962118,0.0009550542167973,34444,1699,28678,16.879340788699235,0.0,0,151,0.0007585995548879,1800882.0,1045.808362369338,6869.156861059997,1605944.0,178303.0,932.6039488966318,47183302.0336392,35,0.013687915526007,352507,1702.9323671497584,7176.065260534155,593900,2869.082125603865,16693.60106253202,2131650,23424.725274725275,188973.879227384,1261467,13862.274725274723,52188.40696086226,2.5
8f72687a,69.0,8824.0,69,69,0.0451570680628272,0.0405942050301514,1601,63.0,1,2486,0.0006009615384615,1132.0,4.320610687022901,1597,60,26.616666666666667,10778.4,31.502537786750604,12090.095439474131,0.0009195188882662,806,1600,1935,1.209375,0.0,0,42,0.0002451080517995,1807957.0,1086.5126201923076,6448.55911867111,1639791.0,121147.0,985.4513221153846,41469724.969366856,35,0.013687915526007,3274000,10231.25,101797.56036949634,767448,2398.275,9679.028080465783,38378,2398.625,5753.630539349336,1577681,98605.0625,140436.8640072678,3.5
8f92a24d,418.0,40915.0,418,467,0.1369099970683084,0.0818324869716372,4838,361.0,78,28973,0.015002885170225,2385.0,4.798792756539235,3832,80,47.9,8093.0375,55.23335994336132,9374.645357604437,0.0028877798421969,58986,4837,10468,2.16415133347116,0.0,0,1142,0.0034410857197955,1786804.0,343.6822465858819,4358.821146970775,1481781.0,195551.0,285.0126947489902,18992910.810535263,22,0.0086038326163472,441180,768.6062717770035,3079.5225350018727,977604,1703.142857142857,14822.925279560392,9909,330.3,900.5243357679707,746368,24878.93333333333,41074.492281734885,5.0
8f9c0813,546.0,34639.0,546,546,0.2562177381511027,0.2161537304333367,2701,42.0,109,24799,0.0397375136711629,1262.0,4.539568345323741,2677,94,28.47872340425532,7036.36170212766,27.393087866629948,6669.401625319008,0.001486471913376,2142,2700,6238,2.31037037037037,0.0,0,570,0.0018918838184189,1785259.0,650.8417790740066,3043.354520814584,1604023.0,60001.0,584.7695953335764,10542153.68941801,58,0.0226828314430973,753732,2020.7292225201072,5206.581809448096,832552,2232.042895442359,7098.719798507681,61596,3422.0,6678.4791241542935,1371987,76221.5,93997.49181275124,3.0
8fbd833d,403.0,34614.0,395,395,0.2127086698976844,0.179080658835477,2296,109.0,59,23013,0.0245322245322245,1139.0,4.347328244274809,2252,53,42.490566037735846,9737.528301886792,57.728683259080896,12791.1740824616,0.0021237365754239,4463,2295,8299,3.6161220043572975,0.0,0,540,0.0025578355027567,1130446.0,470.0399168399168,3544.1484017434564,923239.0,157306.0,383.8831600831601,12570829.807058234,28,0.0109503324208056,302109,950.0283018867924,2715.841311177973,722137,2270.87106918239,10688.495491846525,56209,1813.1935483870968,5429.363218766112,828854,26737.225806451614,37789.25460648805,3.0
8fbd8fb3,133.0,11631.0,133,142,0.0716086737266767,0.0558213402625175,2119,300.0,24,8843,0.0099214551467548,1485.0,4.744408945686901,2116,76,27.84210526315789,5582.131578947368,22.30757876093769,4580.213442892825,0.0014939347115328,5362,2118,4008,1.8923512747875355,0.0,0,101,0.0004751130157445,1618021.0,668.8801157503101,4846.724280835355,1407765.0,127689.0,581.9615543613063,23455958.57792581,42,0.0164254986312084,886349,2677.7915407854985,9619.60021162362,631247,1907.090634441088,9937.998177073592,1622501,77261.95238095238,353010.3079414928,1359135,64720.71428571428,52907.89104391031,3.5
8fcb57ae,557.0,47858.0,557,989,0.2550941449574413,0.197200903654697,4538,101.0,171,35653,0.036861392541496,2301.0,4.416506717850288,4443,80,55.5375,8079.95,70.0654203791813,10115.377330041323,0.0025892536207131,19700,4537,19499,4.297773859378444,0.0,0,1521,0.0042236155926668,1790287.0,385.9208881224402,3507.107558010024,1432807.0,168551.0,308.86117697779696,12288035.073867615,32,0.0125146656237778,349828,499.7542857142857,3265.5221423964704,838694,1198.1342857142856,5833.975480295433,143570,6525.909090909091,16094.657400780075,896780,40762.72727272727,48993.963149197625,4.0
8fdc8601,409.0,37906.0,409,684,0.3451059535822401,0.2757541917459191,2437,47.0,108,29898,0.0434782608695652,1043.0,4.495689655172414,2394,59,40.57627118644068,9099.322033898305,56.19430680140744,12366.015315121378,0.0013744434306417,17081,2436,9692,3.978653530377669,0.0,0,611,0.0026873207719779,1805508.0,726.8550724637681,5072.179213925911,1581598.0,122968.0,636.7141706924316,25683261.7765047,42,0.0164254986312084,537139,1539.080229226361,7325.69228541658,971553,2783.819484240688,15803.481543673484,83184,4893.176470588235,17665.830663442117,1292307,76018.05882352941,107106.84115024505,2.5
8feba1fd,882.0,56285.0,882,890,0.3357223689173896,0.3456793959543858,3652,62.0,206,39489,0.0554658050619278,1425.0,4.6875,3534,134,26.37313432835821,5284.0298507462685,31.06763701669905,5969.020765700005,0.002072725080978,13621,3651,9997,2.73815393043002,0.0,0,940,0.003228321307264,1752596.0,471.8890683898762,3392.1805208123383,1539868.0,182360.0,414.6117393645665,11902401.852444964,58,0.0226828314430973,671391,1422.4385593220338,2501.374567120766,922326,1954.080508474576,10532.13849228545,213024,12530.823529411764,43852.5708728053,1187605,69859.11764705883,36652.62337282686,4.5
8ff8bf8a,207.0,10119.0,207,212,0.129505192425168,0.118120326725281,1890,249.0,21,8873,0.0098176718092566,1176.0,5.297297297297297,1845,77,23.96103896103896,6144.961038961039,26.54759457754554,7266.487855110064,0.0011879512090277,13294,1889,8237,4.360508205399682,0.0,0,129,0.0005497971291213,1733957.0,810.6390836839645,5358.072285630481,1632451.0,141819.0,763.1841982234689,30694227.907121576,39,0.0152522487289792,493496,1973.984,4043.923851872584,400033,1600.132,4343.347547023256,68014,5231.846153846154,10359.239353077955,751049,57773.0,47926.737219426905,3.0
8fffe644,483.0,52142.0,483,502,0.2490079365079365,0.1303107470024634,2530,17.0,100,39930,0.0392618767177071,1219.0,4.548507462686567,2499,85,29.4,7782.4,38.22807494872995,10135.26115927294,0.0013712753614605,7553,2529,8394,3.3190984578884937,0.0,0,579,0.0019169392538835,1855997.0,728.6992540243424,7657.23995015266,1556548.0,365878.0,611.1299568119356,58574613.939506814,38,0.0148611654282362,858952,2475.365994236311,19922.69988072696,784156,2259.815561959654,9709.817026814047,19871,1806.4545454545453,5893.5135592214665,1411783,128343.90909090907,171177.50906906815,4.0
9022e4d4,293.0,26586.0,296,1531,0.5219911353562905,0.4598992487210835,3336,126.0,43,19859,0.0124205661467359,1127.0,4.6570247933884295,3229,48,67.27083333333333,22467.52083333333,85.07336998227967,29267.680846408315,0.0019558482234661,12683,3335,14589,4.374512743628186,0.0,0,1661,0.0050835837888461,1768390.0,510.8001155401502,4172.685301684511,1444933.0,229617.0,417.36943963027153,17393165.53669075,18,0.007039499413375,363993,744.361963190184,1505.2486596803055,1141159,2333.6584867075667,13478.888574539484,137648,3720.216216216216,9349.04153772857,1269181,34302.18918918919,41611.60432889273,4.5
90269dde,729.0,43148.0,736,804,0.2278617710583153,0.1895973078979409,4535,119.0,161,31879,0.0345938977223893,2324.0,4.311688311688312,4442,66,67.3030303030303,11053.545454545454,84.49469163061616,14291.566252306144,0.0027373540009246,20277,4534,18056,3.982355535950596,0.0,0,1474,0.0043890731730557,1698222.0,364.8951439621831,2811.4924385394293,1366212.0,123991.0,293.5565105285776,7875109.469296738,38,0.0148611654282362,2080222,3001.763347763348,64391.559301333335,1082880,1562.5974025974026,7736.021710517634,171502,5197.030303030303,13175.16383552034,1069351,32404.57575757576,67213.5165061827,3.5
90295028,386.0,27643.0,386,598,0.150138086869194,0.1097447059190568,4486,65.0,106,21979,0.023291584267194,2735.0,4.84070796460177,4374,105,41.65714285714286,9282.133333333331,47.71063189273849,10747.551869778988,0.0027468382087548,21893,4485,10690,2.383500557413601,0.0,0,674,0.0014089954113576,1653736.0,363.3785981103054,1709.0009065562217,1181413.0,68042.0,259.5941551307405,2908647.9040449527,26,0.0101681658193195,598426,873.614598540146,3068.157107829882,720340,1051.5912408759125,3968.754686610935,1723436,55594.70967741936,296686.6419477171,1039190,33522.25806451613,53481.92142332943,4.5
9034ff83,775.0,89710.0,779,5269,2.2082767978290367,1.6847128483292615,5214,155.0,31,14598,0.0057738871298193,2972.0,5.03728813559322,5201,71,73.25352112676056,16377.61971830986,104.822396504054,24050.097535511275,0.0029827214374839,4551,5213,19923,3.821791674659505,0.0,0,947,0.0017591734299795,1796150.0,334.5408828459676,2061.0617250076234,1265454.0,123300.0,235.69640528962563,4237991.438364493,29,0.0113414157215486,437317,700.8285256410256,2499.100949448109,550581,882.3413461538462,7221.09668290361,34285,1182.2413793103449,1563.879668717066,1171919,40411.0,64054.68728415922,5.0
9048481a,127.0,8050.0,110,110,0.0872323552735923,0.0548494382918887,2028,180.0,11,5559,0.004981884057971,944.0,4.72,1371,7,195.8571428571429,41995.57142857143,237.3453381126529,51020.79583155984,0.0012230992937266,70007,2027,67990,33.5421805624075,0.0,0,59,0.0003223004605072,1804696.0,817.3442028985507,4974.679012917448,1622705.0,121786.0,734.9207427536232,24591403.88361126,57,0.0222917481423543,118787,537.4977375565611,666.5394430792537,295742,1338.1990950226243,13096.17930876993,15675,1741.6666666666667,4703.732852745785,368469,40941.0,78274.69378413435,2.0
9059cc2e,402.0,35335.0,402,402,0.1741013425725422,0.1195041469722643,2876,75.0,57,28234,0.0193154862758387,1580.0,5.337837837837838,2711,43,63.04651162790697,13291.558139534884,76.64480645542233,15759.468930353503,0.0016495875751565,15965,2875,20914,7.274434782608695,0.0,0,552,0.0018982705792132,1765876.0,598.3991867163674,5022.803590060515,1521194.0,122834.0,515.484242629617,25383161.45593793,32,0.0125146656237778,609081,1691.8916666666669,10410.99016114635,920675,2557.430555555556,15601.556438699548,32309,1538.5238095238096,6702.316723484855,1380035,65715.95238095238,105494.52741041889,3.5
9060dbf2,864.0,63569.0,864,1114,0.3310549777117385,0.2463223018973893,4804,943.0,207,50069,0.036018792413433,1804.0,4.722513089005235,4232,93,45.50537634408602,8501.430107526881,60.02836714491813,10788.154280020211,0.0032064783472046,54439,4803,23051,4.79929210909848,0.0,0,1539,0.0036723912063053,1743881.0,303.4419697233339,2397.237367557572,1421662.0,155165.0,247.37463024186533,6142923.879989757,29,0.0113414157215486,545857,969.550621669627,3137.610529018364,860333,1528.1225577264654,9369.80756690471,174404,8720.2,34500.02422363756,1001588,50079.4,56076.15233947494,4.0
9061574e,403.0,33183.0,398,510,0.3242212333121424,0.2107620909252455,2331,81.0,80,23775,0.033167495854063,857.0,4.708791208791209,1972,147,13.414965986394558,4814.258503401361,14.77077990048928,5546.850130576312,0.001332562082642,38720,2330,3914,1.6798283261802576,0.0,0,593,0.0025227279495284,1804204.0,748.0116086235489,2426.1839737072987,1580680.0,75422.0,655.3399668325042,5871467.557539287,64,0.0250293312475557,645053,2354.20802919708,3403.6863298351004,1053447,3844.697080291971,10347.151848895135,17353,1735.3,1260.8703387387268,1290569,129056.9,108603.29982346045,2.5
90911337,649.0,35843.0,644,901,0.2377936130905252,0.2722901688440813,4470,91.0,162,25370,0.0355185266388949,2329.0,4.593688362919132,4437,50,88.74,11981.1,99.13334865889748,13551.37679013329,0.0025913418162232,8666,4469,18008,4.029536809129559,0.0,0,2004,0.0073231963340166,1755345.0,384.8596798947599,3612.2872918678777,1491121.0,127050.0,326.92852444639334,13035406.591381354,27,0.0105592491200625,295680,444.6315789473685,1197.065702392678,597306,898.2045112781955,7808.666664584555,27467,1144.4583333333333,4092.080729145088,734418,30600.75,38477.66625645945,4.5
909354fd,439.0,31618.0,439,439,0.1335564344386979,0.1029286603565223,3736,81.0,79,25244,0.0206968823683521,2261.0,4.364864864864865,3726,83,44.89156626506024,11700.97590361446,54.459206493550205,13617.517163812548,0.0021386197638273,1495,3735,7949,2.1282463186077645,0.0,0,870,0.0023314770845281,1782404.0,466.96463190987686,2999.027491140533,1413959.0,139226.0,370.4372543882631,8987591.276001701,28,0.0109503324208056,604674,1042.5413793103448,5990.672040190094,847577,1461.3396551724138,6137.434205379945,2033851,45196.688888888886,257291.86359647376,1053065,23401.444444444445,41957.05662858566,3.0
90b4a05d,473.0,56636.0,473,586,0.1733215025140491,0.1045261984392419,3901,82.0,65,44336,0.0163193572683906,2190.0,4.319526627218935,3854,86,44.81395348837209,11423.03488372093,54.82174571289732,13956.8646052949,0.002132564903218,14762,3900,7209,1.8484615384615384,0.0,0,1277,0.0025220357192936,1813735.0,455.3690685413005,2008.4969801831,1415217.0,68613.0,355.3143359276927,4730804.106592524,47,0.0183809151349237,690124,1019.3855243722304,3420.230838300919,842839,1244.9615952732645,4414.858852542401,122433,5565.136363636364,15137.162501590814,1113514,50614.27272727273,27376.29595485467,4.5
9116f319,205.0,15184.0,205,205,0.1076115485564304,0.0729184451653292,2129,22.0,35,11581,0.0162715016271501,1370.0,4.597315436241611,2110,75,28.133333333333333,4569.293333333333,33.76602055534742,5614.486573174821,0.0011959953338945,1590,2128,3956,1.8590225563909768,0.0,0,147,0.0010345992511472,1796991.0,835.4211994421199,5790.621566283178,1657844.0,121348.0,770.7317526731753,33461444.61591687,49,0.0191630817364098,987086,2886.216374269006,10967.012172873969,1005264,2939.368421052632,13423.045790868426,75075,5005.0,16457.087752263895,1116838,74455.86666666667,71016.89737044142,4.0
91298a75,713.0,53844.0,717,1045,0.4773071104387292,0.3172025848743129,3405,114.0,138,42934,0.0392156862745098,1457.0,4.745928338762215,3361,56,60.017857142857146,13110.44642857143,81.27830775605698,18132.38426574713,0.0018932719710204,9012,3404,7062,2.0746180963572267,0.0,0,761,0.0021302325060603,1857518.0,527.8539357772095,5143.645300681965,1502562.0,203564.0,426.9855072463768,26442528.606668808,30,0.0117324990222917,618279,1392.5202702702702,10603.144163430488,900215,2027.511261261261,11481.503917400823,7003,212.2121212121212,254.9926172430976,1132279,34311.48484848485,48198.2101905255,3.5
91849925,150.0,16207.0,150,150,0.0535905680600214,0.0506924589898006,2957,62.0,22,10197,0.0072871811858231,2146.0,4.944700460829493,2949,48,61.4375,14493.833333333334,61.678613228470326,14763.198640514553,0.0016898302333521,403,2956,4639,1.5693504736129906,0.0,0,98,0.000356926931958,1784409.0,591.0596223915204,6507.294230467688,1514060.0,273448.0,501.51043391851607,42341357.471312575,21,0.0082127493156042,2637069,5327.412121212121,81060.97083807949,1136253,2295.460606060606,22099.896212361025,992,39.68,33.0652385444291,1489046,59561.84,118243.13841074811,5.0
918a665d,166.0,14518.0,165,165,0.0776105362182502,0.0773141531757374,2312,83.0,23,10547,0.0096033402922755,1554.0,4.584070796460177,2291,94,24.37234042553192,10183.989361702128,25.577621284876,10836.024393466434,0.0014733483887597,6352,2311,5949,2.5742102985720465,0.0,0,128,0.0005981420213461,1620846.0,676.7624217118998,2117.510321461161,1416146.0,51387.0,591.2926931106472,4488743.251387687,21,0.0082127493156042,596723,1533.9922879177377,1862.1171485716984,1011290,2599.7172236503857,9029.628378388015,113346,2906.3076923076924,6786.802972463878,1108808,28430.97435897436,22094.25324959456,2.5
92122c61,914.0,55099.0,917,1093,0.3055938275006889,0.2277146605942757,4699,53.0,185,44957,0.0389309764309764,2099.0,5.10705596107056,4547,135,33.681481481481484,7944.34074074074,34.60753344176904,8480.807142806458,0.0025084393252762,20119,4698,11141,2.3714346530438486,0.0,0,1212,0.0027521873304009,1864600.0,392.3821548821549,1326.4918098412138,1483782.0,56953.0,312.2436868686869,1932536.1249864488,43,0.0168165819319515,615118,1075.381118881119,2026.6607214635665,947084,1655.741258741259,4481.785794180117,1915258,76610.32,378344.26745059405,1355017,54200.68,35735.99049944841,4.5
9238a345,91.0,5823.0,91,91,0.0743464052287581,0.0687976291278577,1386,25.0,10,3716,0.0070871722182849,912.0,4.322274881516588,1315,62,21.20967741935484,7446.870967741936,22.29690642129104,8560.309957778494,0.0008414687237227,5838,1385,1385,1.0,0.0,0,57,0.000453056942104,1674994.0,1187.0970942593906,9267.425176455668,1552786.0,197943.0,1100.4861800141744,85894439.2641706,27,0.0105592491200625,832951,3559.619658119658,15596.76844914339,606529,2592.004273504273,15610.424908778095,152335,13848.636363636364,31383.625202556592,1069713,97246.63636363635,98793.56609847904,1.0
923ca962,286.0,26562.0,281,282,0.0982578397212543,0.0625257752530963,3172,366.0,41,20231,0.0115884680610514,2051.0,4.373134328358209,3152,74,42.5945945945946,9185.554054054051,43.71198353572981,9322.942462992623,0.0026413787130856,6759,3171,15105,4.763481551561021,0.0,0,559,0.0017289372757639,1321033.0,373.3841153193895,2243.665198895523,1034438.0,97646.0,292.3793103448276,5116611.521336011,31,0.0121235823230348,535671,1003.129213483146,4851.265150654575,718577,1345.6498127340824,3971.4710261640303,144350,5346.2962962962965,11680.136510710476,680745,25212.777777777777,23407.098417645306,4.5
9259b9ef,656.0,36582.0,656,669,0.2704122877930477,0.3048183164369518,3285,138.0,105,28373,0.0306748466257668,1465.0,4.8996655518394645,3130,85,36.8235294117647,9781.070588235294,45.616459140729184,12519.527998470305,0.0018602573383157,16062,3284,4555,1.3870280146163216,0.0,0,522,0.0020296121185728,1798980.0,525.5565293602103,3641.348922059431,1623905.0,178235.0,474.4098743791996,13732971.326109352,41,0.0160344153304653,2615425,6410.355392156863,91273.32697355906,1030807,2526.48774509804,5375.943569070894,86281,4793.388888888889,9841.060004711884,1483687,82427.05555555556,80835.28923788918,4.0
929b792b,589.0,45426.0,589,589,0.2058001397624039,0.2136201912789285,3464,155.0,120,34235,0.0331583310306714,1828.0,4.651399491094147,3451,103,33.50485436893204,9193.349514563106,33.22940871660304,8894.195209554462,0.0021397437746995,1647,3463,4249,1.226970834536529,0.0,0,503,0.0018075514685008,1688256.0,466.4979276043106,1927.7229734995367,1415981.0,69941.0,391.2630560928433,3702296.841230122,40,0.0156433320297223,717469,1455.3123732251522,3358.8462081025127,835030,1693.772819472617,4665.545138147201,1702955,106434.6875,422371.23969382176,1400033,87502.0625,65900.57601717782,3.5
92aedf7d,140.0,10773.0,154,223,0.1342776203966005,0.1078194093134132,2146,200.0,24,6229,0.0102301790281329,1262.0,4.9296875,1921,54,35.57407407407408,9430.981481481482,43.43227295493693,11611.9243419934,0.0013010593706776,17000,2145,8947,4.171095571095571,0.0,0,149,0.0007409433352395,1802093.0,768.1555839727196,6215.968492201289,1603054.0,140274.0,683.3137254901961,38642830.7962039,27,0.0105592491200625,290886,944.4350649350648,2676.636672328459,1291564,4193.38961038961,29106.226687506525,20807,1223.9411764705883,2905.257916059008,1160363,68256.64705882352,130248.17753376688,2.5
93254e05,519.0,54062.0,519,717,0.3398104265402843,0.1810683791980968,2690,36.0,125,41179,0.0458547322083639,1137.0,5.168181818181818,2633,121,21.760330578512395,6104.785123966943,24.12261207297295,6405.249664931897,0.0014711009080243,130365,2689,4471,1.6626998884343622,0.0,0,792,0.0018269306181576,1774570.0,650.9794570799706,2178.0435964035946,1497911.0,78391.0,549.4904622157006,6441690.669083308,63,0.0246382479468126,2604534,7571.319767441861,99656.51398470548,829359,2410.9273255813955,4647.050309053901,19097,1273.1333333333334,2487.6269491415383,1359563,90637.53333333334,75145.73588402993,4.5
93274056,843.0,70323.0,842,842,0.246703779665983,0.1798607254240184,4274,78.0,190,51406,0.0436580882352941,2081.0,4.708144796380091,4255,67,63.507462686567166,10654.328358208955,80.27799674659497,13164.348051378009,0.0024295313103614,551,4273,16338,3.823543178095015,0.0,0,757,0.0023363188010394,1789730.0,411.2431066176471,5121.675219649511,1468700.0,225491.0,337.47702205882354,26232880.18471666,27,0.0105592491200625,512198,849.4162520729685,5339.807288173149,690541,1145.1757877280263,8293.208835325631,1883,81.8695652173913,52.0081325352331,706944,30736.695652173912,36593.76538109734,5.5
932df7b4,383.0,26209.0,392,619,0.2178810278071101,0.1357215056097491,4172,75.0,83,21392,0.0195432069696256,1767.0,4.674603174603175,3233,107,30.21495327102804,6807.121495327103,77.28616611272328,15434.725715094324,0.0023589490651407,80222,4171,19575,4.693119156077679,0.0,0,576,0.0015952850464183,1799257.0,423.6536378620203,2510.28804308042,1440247.0,124706.0,339.12102660701674,6273537.484642563,49,0.0191630817364098,431836,947.0087719298244,6015.888386868259,873022,1914.5219298245613,16370.75275772202,12268,454.3703703703704,958.5454585002196,445487,16499.51851851852,26476.74839490211,3.5
